PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME
OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder
FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14"""
FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp
OFF-AR-10001419,Office Supplies,Art,Newell 325
OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts
OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color"
FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames
TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930
OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles
TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack"
OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"
OFF-PA-10002787,Office Supplies,Paper,Xerox 227
FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp"
TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset
OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set
OFF-LA-10000452,Office Supplies,Labels,Avery 488
FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories
FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair
TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB
OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube
OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"
FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture
OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11"""
OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish"
TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock
TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax"
OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate"
OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
OFF-AR-10001547,Office Supplies,Art,Newell 311
FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black"
OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8"""
TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone
FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish"
TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier
OFF-PA-10000528,Office Supplies,Paper,Xerox 1981
TEC-MA-10003176,Technology,Machines,Okidata B400 Printer
TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner
FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
OFF-LA-10001474,Office Supplies,Labels,Avery 477
TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black
OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes
TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse
TEC-MA-10003337,Technology,Machines,Okidata B401 Printer
FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs
TEC-PH-10004531,Technology,Phones,AT&T CL2909
OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black"
FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables
FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock"
TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card
OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils
TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad
FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs
OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors
TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"
OFF-LA-10004178,Office Supplies,Labels,Avery 491
OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors
OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers
TEC-PH-10004094,Technology,Phones,Motorola L703CM
OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper
OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders"
FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish"
TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack
OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish"
TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone
FUR-CH-10002317,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs
OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels
OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders
TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables
OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set"
OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
TEC-PH-10000141,Technology,Phones,Clearsounds A400
TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black
OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener
OFF-PA-10001826,Office Supplies,Paper,Xerox 207
OFF-AR-10000823,Office Supplies,Art,Newell 307
TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with
OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library
OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System
OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper
FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets
FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak
TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal
OFF-LA-10000081,Office Supplies,Labels,Avery 496
OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps
OFF-PA-10003848,Office Supplies,Paper,Xerox 1997
OFF-AP-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless"
OFF-LA-10000248,Office Supplies,Labels,Avery 52
OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder
FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms
FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black"
OFF-PA-10003953,Office Supplies,Paper,Xerox 218
FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"
FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53"""
FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14"""
OFF-AR-10001545,Office Supplies,Art,Newell 326
FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
